CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,KOREASAT 6A,2024-206A,EARTH,TEME,UTC,SGP4,2026-05-06T11:43:21.660096,1.0027043,0.0001189,0.0156,227.447,180.3214,108.4335,0,U,61910,999,542,0.00000000000000,-0.00000354,0.0000000000000,42165.112,1436.116,35791.99,35781.963,PAYLOAD,,SKOR,2024-11-11,AFETR,,5177734,322310932,0 KOREASAT 6A,1 61910U 24206A   26126.48844514 -.00000354  00000-0  00000+0 0  9998,2 61910   0.0156 227.4470 0001189 180.3214 108.4335  1.00270430  5427,61910,S61910,-,61910,2024-206A,A,P,Mugunghwa 6A,2024 Nov 11,S61911,KTSAT,KR,2024 Nov 11,In Earth orbit,-,2026 May  5 ,    1436.104 ,   35781, ,   35791, ,  0.02 , ,GEO/S,61910
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 1,2010-016A,EARTH,TEME,UTC,SGP4,2026-05-06T12:37:15.347712,1.00272135,0.0002874,0.0157,347.4797,64.5264,260.7058,0,U,36516,999,5861,0.00000000000000,-0.00000107,0.0000000000000,42164.634,1436.092,35798.617,35774.381,PAYLOAD,LARGE,SES,2010-04-24,TTMTR,,5177102,322296089,0 SES 1,1 36516U 10016A   26126.52587208 -.00000107  00000-0  00000+0 0  9991,2 36516   0.0157 347.4797 0002874  64.5264 260.7058  1.00272135 58614,36516,S36516,-,36516,2010-016A,P,P,SES-1,2010 Apr 24,S36517,SESSAP,US,2010 Apr 24 2017,In Earth orbit,-,2026 May  5 ,    1436.090 ,   35774, ,   35798, ,  0.01 , ,GEO/S,36516
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,SIRIUS FM-6,2013-058A,EARTH,TEME,UTC,SGP4,2026-05-06T04:04:38.736192,1.00275544,0.00023595,0.0157,281.3236,217.0434,30.5697,0,U,39360,999,4565,0.00000000000000,-0.00000009,0.0000000000000,42163.678,1436.043,35795.491,35775.595,PAYLOAD,LARGE,US,2013-10-25,TTMTR,,5176958,322272608,0 SIRIUS FM-6,1 39360U 13058A   26126.16989278 -.00000009  00000-0  00000-0 0  9995,2 39360   0.0157 281.3236 0002359 217.0434  30.5697  1.00275544 45659,39360,S39360,-,39360,2013-058A,A,P,Sirius FM-6,2013 Oct 25,S39361,SIRX,US,2013 Oct 26 0320,In Earth orbit,-,2026 May  4 ,    1436.167 ,   35785, ,   35789, ,  0.02 , ,GEO/S,39360
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 33,2022-128A,EARTH,TEME,UTC,SGP4,2026-05-06T12:27:38.651904,1.0027339,0.0002087,0.0158,325.3581,84.3921,228.5565,0,U,54026,999,1332,0.00000000000000,0.00000086,0.0000000000000,42164.282,1436.074,35794.947,35777.347,PAYLOAD,LARGE,US,2022-10-08,AFETR,,5177439,322304366,0 GALAXY 33,1 54026U 22128A   26126.51919736  .00000086  00000-0  00000+0 0  9993,2 54026   0.0158 325.3581 0002087  84.3921 228.5565  1.00273390 13321,54026,S54026,-,54026,2022-128A,A,P      O,Galaxy 33,2022 Oct  8,S54028,SESINTU,US,2022 Oct  8 2337,In Earth orbit,-,2026 May  5 ,    1436.080 ,   35777, ,   35795, ,  0.02 , ,GEO/S,54026
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,APSTAR 6D,2020-045A,EARTH,TEME,UTC,SGP4,2026-05-06T05:16:39.042912,1.00270712,0.00020902,0.0159,99.4194,347.7129,350.1264,0,U,45863,999,2143,0.00000000000000,0.00000000,0.0000000000000,42165.033,1436.112,35795.711,35778.085,PAYLOAD,LARGE,PRC,2020-07-09,XSC,,5176958,322275866,0 APSTAR 6D,1 45863U 20045A   26126.21989633  .00000000  00000-0  00000-0 0  9995,2 45863   0.0159  99.4194 0002090 347.7129 350.1264  1.00270712 21434,45863,S45863,-,45863,2020-045A,A,P,Apstar 6D,2020 Jul  9,S45864,APTS,CN,2020 Jul  9 1237,In Earth orbit,-,2026 May  4 ,    1436.221 ,   35780, ,   35797, ,  0.01 , ,GEO/S,45863
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ABS 3A,2015-010A,EARTH,TEME,UTC,SGP4,2026-05-06T07:59:30.703200,1.00269914,0.0001558,0.0159,271.0874,85.8678,344.1382,0,U,40424,999,4095,0.00000000000000,-0.00000019,0.0000000000000,42165.256,1436.124,35793.691,35780.552,PAYLOAD,LARGE,ABS,2015-03-02,AFETR,,5177157,322297814,0 ABS 3A,1 40424U 15010A   26126.33299425 -.00000019  00000-0  00000+0 0  9995,2 40424   0.0159 271.0874 0001558  85.8678 344.1382  1.00269914 40956,40424,S40424,-,40424,2015-010A,A,P,ABS-3A,2015 Mar  2,S40425,AGSL,PG,2015 Mar  2 0420,In Earth orbit,-,2026 May  5 ,    1436.117 ,   35780, ,   35793, ,  0.01 , ,GEO/S,40424
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT-6E,2023-172A,EARTH,TEME,UTC,SGP4,2026-05-06T11:58:39.285120,1.00272151,0.0002892,0.016,268.211,140.017,111.3342,0,U,58253,999,924,0.00000000000000,-0.00000354,0.0000000000000,42164.629,1436.092,35798.688,35774.3,PAYLOAD,LARGE,PRC,2023-11-09,XSC,,5177564,322306989,0 CHINASAT-6E,1 58253U 23172A   26126.49906580 -.00000354  00000-0  00000+0 0  9998,2 58253   0.0160 268.2110 0002892 140.0170 111.3342  1.00272151  9245,58253,S58253,-,58253,2023-172A,A,P,Zhongxing 6E,2023 Nov  9,S58254,CHISAE,CN,2023 Nov  9 1148?,In Earth orbit,-,2026 May  5 ,    1436.082 ,   35774, ,   35798, ,  0.01 , ,GEO/S,58253
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,TELKOMSAT 113BT,2024-035A,EARTH,TEME,UTC,SGP4,2026-05-06T11:57:54.357120,1.00271883,0.0001992,0.0161,255.886,161.4614,99.4503,0,U,58995,999,817,0.00000000000000,-0.00000350,0.0000000000000,42164.704,1436.096,35794.969,35778.17,PAYLOAD,LARGE,INDO,2024-02-20,AFETR,,5177719,322310740,0 TELKOMSAT 113BT,1 58995U 24035A   26126.49854580 -.00000350  00000-0  00000+0 0  9998,2 58995   0.0161 255.8860 0001992 161.4614  99.4503  1.00271883  8170,58995,S58995,-,58995,2024-035A,A,P,Merah Putih 2,2024 Feb 20,S58996,TELK,ID,2024 Feb 20 0549,In Earth orbit,-,2026 May  5 ,    1436.097 ,   35778, ,   35794, ,  0.01 , ,GEO/S,58995
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 5 (USA 243),2013-024A,EARTH,TEME,UTC,SGP4,2026-05-06T11:10:43.881024,1.00270816,3.67e-05,0.0162,265.8067,172.9264,260.7767,0,U,39168,999,4675,0.00000000000000,-0.00000277,0.0000000000000,42165.004,1436.111,35788.416,35785.321,PAYLOAD,LARGE,US,2013-05-25,AFETR,,5177138,322297534,0 WGS 5 (USA 243),1 39168U 13024A   26126.46578566 -.00000277  00000-0  00000+0 0  9997,2 39168   0.0162 265.8067 0000367 172.9264 260.7767  1.00270816 46751,39168,S39168,-,39168,2013-024A,A,P ------c,WGS SV-5,2013 May 25,S39169,SFSSC,US,2013 May 25 0107,In Earth orbit,-,2026 May  5 ,    1436.145 ,   35785, ,   35789, ,  0.02 , ,GEO/S,39168
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TELSTAR 18V,2018-069A,EARTH,TEME,UTC,SGP4,2026-05-06T12:05:08.663136,1.00274193,0.0002093,0.0162,274.8539,125.6096,143.2016,0,U,43611,999,2822,0.00000000000000,-0.00000285,0.0000000000000,42164.057,1436.062,35794.747,35777.097,PAYLOAD,LARGE,CA,2018-09-10,AFETR,,5177202,322298392,0 TELSTAR 18V,1 43611U 18069A   26126.50357249 -.00000285  00000-0  00000+0 0  9996,2 43611   0.0162 274.8539 0002093 125.6096 143.2016  1.00274193 28225,43611,S43611,-,43611,2018-069A,A,P,Telstar 18 Vantage,2018 Sep 10,S43612,TSKY,CA,2018 Sep 10 0517,In Earth orbit,-,2026 May  5 ,    1436.036 ,   35775, ,   35795, ,  0.01 , ,GEO/S,43611
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 36D,2024-059A,EARTH,TEME,UTC,SGP4,2026-05-06T11:35:56.464224,1.00271303,2.93e-05,0.0162,265.6455,160.0873,8.465,0,U,59346,999,772,0.00000000000000,0.00000163,0.0000000000000,42164.867,1436.104,35787.968,35785.497,PAYLOAD,LARGE,EUTE,2024-03-30,AFETR,,5177594,322307358,0 EUTE 36D,1 59346U 24059A   26126.48329241  .00000163  00000-0  00000+0 0  9996,2 59346   0.0162 265.6455 0000293 160.0873   8.4650  1.00271303  7726,59346,S59346,-,59346,2024-059A,A,P,EUTELSAT 36D,2024 Mar 30,S59347,EUTSA,F,2024 Mar 30 2225,In Earth orbit,-,2026 May  5 ,    1436.101 ,   35785, ,   35788, ,  0.01 , ,GEO/S,59346
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,VIASAT 1,2011-059A,EARTH,TEME,UTC,SGP4,2026-05-06T10:57:38.637216,1.00270831,0.0002493,0.0162,274.721,139.2973,219.6094,0,U,37843,999,4690,0.00000000000000,-0.00000016,0.0000000000000,42164.999,1436.111,35797.376,35776.353,PAYLOAD,LARGE,US,2011-10-19,TTMTR,,5177121,322296822,0 VIASAT 1,1 37843U 11059A   26126.45669719 -.00000016  00000-0  00000+0 0  9992,2 37843   0.0162 274.7210 0002493 139.2973 219.6094  1.00270831 46903,37843,S37843,-,37843,2011-059A,A,P,ViaSat-1,2011 Oct 19,S37844,VIA,US,2011 Oct 20 0400,In Earth orbit,-,2026 May  5 ,    1436.114 ,   35776, ,   35797, ,  0.02 , ,GEO/S,37843
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 6 (USA 244),2013-041A,EARTH,TEME,UTC,SGP4,2026-05-06T11:29:19.260096,1.00270692,3.07e-05,0.0163,291.6444,157.9689,171.8656,0,U,39222,999,4564,0.00000000000000,0.00000097,0.0000000000000,42165.038,1436.113,35788.198,35785.609,PAYLOAD,LARGE,US,2013-08-08,AFETR,,5177349,322297547,0 WGS 6 (USA 244),1 39222U 13041A   26126.47869514  .00000097  00000-0  00000+0 0  9993,2 39222   0.0163 291.6444 0000307 157.9689 171.8656  1.00270692 45645,39222,S39222,-,39222,2013-041A,A,P ------c,WGS SV-6,2013 Aug  8,S39223,SFSSC,US,2013 Aug  8 0109,In Earth orbit,-,2026 May  5 ,    1436.069 ,   35785, ,   35786, ,  0.02 , ,GEO/S,39222
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,THOR 5,2008-006A,EARTH,TEME,UTC,SGP4,2026-05-06T08:00:08.142048,1.00272169,0.0002838,0.0163,243.1797,173.1674,287.1346,0,U,32487,999,6689,0.00000000000000,-0.00000001,0.0000000000000,42164.624,1436.091,35798.456,35774.523,PAYLOAD,LARGE,NOR,2008-02-11,TTMTR,,5177791,322312182,0 THOR 5,1 32487U 08006A   26126.33342757 -.00000001  00000-0  00000+0 0  9990,2 32487   0.0163 243.1797 0002838 173.1674 287.1346  1.00272169 66897,32487,S32487,-,32487,2008-006A,A,P,Thor 2R,2008 Feb 11,S37381,TNOR,N,2008 Feb 11 2056,In Earth orbit,-,2026 May  5 ,    1436.094 ,   35774, ,   35798, ,  0.01 , ,GEO/S,32487
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INMARSAT 5-F4,2017-025A,EARTH,TEME,UTC,SGP4,2026-05-06T11:41:48.400800,1.00270389,3.15e-05,0.0165,283.5985,137.9091,34.796,0,U,42698,999,3286,0.00000000000000,0.00000083,0.0000000000000,42165.123,1436.117,35788.317,35785.66,PAYLOAD,LARGE,IM,2017-05-15,AFETR,,5177184,322298176,0 INMARSAT 5-F4,1 42698U 17025A   26126.48736575  .00000083  00000-0  00000+0 0  9996,2 42698   0.0165 283.5985 0000315 137.9091  34.7960  1.00270389 32860,42698,S42698,-,42698,2017-025A,A,P,Inmarsat 5F4,2017 May 15,S42699,INMRV,UK,2017 May 15 2351,In Earth orbit,-,2026 May  5 ,    1436.107 ,   35785, ,   35788, ,  0.02 , ,GEO/S,42698
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,VIASAT 3-F1,2023-060A,EARTH,TEME,UTC,SGP4,2026-05-06T11:00:22.373856,1.00270962,9.29e-05,0.0165,297.5927,156.7703,206.1468,0,U,56370,999,1101,0.00000000000000,-0.00000178,0.0000000000000,42164.963,1436.109,35790.745,35782.911,PAYLOAD,LARGE,US,2023-05-01,AFETR,,5177512,322305777,0 VIASAT 3-F1,1 56370U 23060A   26126.45859229 -.00000178  00000-0  00000+0 0  9999,2 56370   0.0165 297.5927 0000929 156.7703 206.1468  1.00270962 11012,56370,S56370,-,56370,2023-060A,A,P,Viasat-3 Americas,2023 May  1,S56373,VIA,US,2023 May  1 0458:27,In Earth orbit,-,2026 May  4 ,    1436.114 ,   35783, ,   35790, ,  0.02 , ,GEO/S,56370
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ASIASAT 7,2011-069A,EARTH,TEME,UTC,SGP4,2026-05-06T11:55:47.061408,1.00273207,0.0001819,0.0166,272.161,130.3516,106.3148,0,U,37933,999,4444,0.00000000000000,-0.00000326,0.0000000000000,42164.333,1436.077,35793.868,35778.529,PAYLOAD,LARGE,AC,2011-11-25,TTMTR,,5177122,322296338,0 ASIASAT 7,1 37933U 11069A   26126.49707247 -.00000326  00000-0  00000+0 0  9990,2 37933   0.0166 272.1610 0001819 130.3516 106.3148  1.00273207 44448,37933,S37933,-,37933,2011-069A,A,P,Asiasat 7,2011 Nov 25,S37934,ASIA,HK,2011 Nov 26 0423,In Earth orbit,-,2026 May  5 ,    1436.068 ,   35778, ,   35793, ,  0.02 , ,GEO/S,37933
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ECHOSTAR 16,2012-065A,EARTH,TEME,UTC,SGP4,2026-05-06T09:25:31.662048,1.00271843,0.0001713,0.0166,260.6779,153.4282,250.042,0,U,39008,999,4922,0.00000000000000,-0.00000274,0.0000000000000,42164.716,1436.096,35793.804,35779.358,PAYLOAD,LARGE,US,2012-11-20,TTMTR,,5177134,322296488,0 ECHOSTAR 16,1 39008U 12065A   26126.39272757 -.00000274  00000-0  00000+0 0  9996,2 39008   0.0166 260.6779 0001713 153.4282 250.0420  1.00271843 49225,39008,S39008,-,39008,2012-065A,P,P,Echostar XVI,2012 Nov 20,S39010,ECHOC,US,2012 Nov 21 0343,In Earth orbit,-,2026 May  4 ,    1436.136 ,   35779, ,   35795, ,  0.01 , ,GEO/S,39008
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 40E,2023-052A,EARTH,TEME,UTC,SGP4,2026-05-06T10:59:44.935008,1.00272029,0.0001588,0.0167,251.3136,204.011,202.9272,0,U,56174,999,1140,0.00000000000000,-0.00000166,0.0000000000000,42164.664,1436.093,35793.224,35779.833,PAYLOAD,LARGE,ITSO,2023-04-07,AFETR,,5177506,322305202,0 INTELSAT 40E,1 56174U 23052A   26126.45815897 -.00000166  00000-0  00000+0 0  9992,2 56174   0.0167 251.3136 0001588 204.0110 202.9272  1.00272029 11403,56174,S56174,-,56174,2023-052A,A,P      O,Intelsat IS-40e,2023 Apr  7,S56175,SESINTU,US,2023 Apr  7 0502:22,In Earth orbit,-,2026 May  5 ,    1436.017 ,   35779, ,   35790, ,  0.02 , ,GEO/S,56174
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 40E,2023-052A,EARTH,TEME,UTC,SGP4,2026-05-06T10:59:44.935008,1.00272029,0.0001588,0.0167,251.3136,204.011,202.9272,0,U,56174,999,1140,0.00000000000000,-0.00000166,0.0000000000000,42164.664,1436.093,35793.224,35779.833,PAYLOAD,LARGE,ITSO,2023-04-07,AFETR,,5177506,322305202,0 INTELSAT 40E,1 56174U 23052A   26126.45815897 -.00000166  00000-0  00000+0 0  9992,2 56174   0.0167 251.3136 0001588 204.0110 202.9272  1.00272029 11403,56174,A10923,-,56174,2023-052A,P,PXA,TEMPO,2023 Apr  7,S56174,LARCN/SAO,US,2023 Apr  7 0502:22,Attached to S56174 Intelsat IS-40e,-,-,-,-,-,-,-,-,-,-,56174
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 8,2013-071A,EARTH,TEME,UTC,SGP4,2026-05-06T13:11:51.751392,1.00270146,0.0002838,0.0167,275.087,149.8425,92.4469,0,U,39460,999,4401,0.00000000000000,-0.00000261,0.0000000000000,42165.191,1436.12,35799.023,35775.09,PAYLOAD,LARGE,SES,2013-12-03,AFETR,,5177140,322297097,0 SES 8,1 39460U 13071A   26126.54990453 -.00000261  00000-0  00000+0 0  9999,2 39460   0.0167 275.0870 0002838 149.8425  92.4469  1.00270146 44015,39460,S39460,-,39460,2013-071A,A,P      O,SES-8,2013 Dec  3,S39461,SESSL,UK,2013 Dec  3 2312,In Earth orbit,-,2026 May  5 ,    1436.120 ,   35775, ,   35798, ,  0.02 , ,GEO/S,39460
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 30,2014-062A,EARTH,TEME,UTC,SGP4,2026-05-06T10:58:37.542144,1.00270811,9.97e-05,0.0167,0.0873,42.4391,251.404,0,U,40271,999,637,0.00000000000000,-0.00000143,0.0000000000000,42165.005,1436.111,35791.074,35782.666,PAYLOAD,LARGE,ITSO,2014-10-16,FRGUI,,5177154,322297776,0 INTELSAT 30,1 40271U 14062A   26126.45737896 -.00000143  00000-0  00000+0 0  9991,2 40271   0.0167   0.0873 0000997  42.4391 251.4040  1.00270811  6378,40271,S40271,-,40271,2014-062A,A,P      O,Intelsat IS-30,2014 Oct 16,S40274,SESINTU/DTVT,US,2014 Oct 16 2211,In Earth orbit,-,2026 May  5 ,    1436.095 ,   35781, ,   35791, ,  0.01 , ,GEO/S,40271
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EUTE 172B,2017-029B,EARTH,TEME,UTC,SGP4,2026-05-06T10:32:10.271328,1.00270393,1.66e-05,0.0169,193.4217,251.0286,109.9055,0,U,42741,999,3332,0.00000000000000,0.00000002,0.0000000000000,42165.122,1436.117,35787.687,35786.287,PAYLOAD,LARGE,EUTE,2017-06-01,FRGUI,,5177185,322298688,0 EUTE 172B,1 42741U 17029B   26126.43900777  .00000002  00000-0  00000+0 0  9992,2 42741   0.0169 193.4217 0000166 251.0286 109.9055  1.00270393 33325,42741,S42741,-,42741,2017-029B,A,P,EUTELSAT 172B,2017 Jun  1,S42743,EUTSA,F,2017 Jun  2 0026,In Earth orbit,-,2026 May  5 ,    1436.106 ,   35786, ,   35787, ,  0.02 , ,GEO/S,42741
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 18,2011-056A,EARTH,TEME,UTC,SGP4,2026-05-06T11:21:38.551104,1.00271747,0.0002233,0.017,271.9089,146.5693,156.2665,0,U,37834,999,5339,0.00000000000000,0.00000061,0.0000000000000,42164.743,1436.097,35796.023,35777.192,PAYLOAD,LARGE,ITSO,2011-10-05,TTMTR,,5177121,322296320,0 INTELSAT 18,1 37834U 11056A   26126.47336286  .00000061  00000-0  00000+0 0  9990,2 37834   0.0170 271.9089 0002233 146.5693 156.2665  1.00271747 53395,37834,S37834,-,37834,2011-056A,A,P      O,Intelsat IS-18,2011 Oct  5,S37835,SESINTU,US,2011 Oct  6 0334,In Earth orbit,-,2026 May  5 ,    1436.092 ,   35777, ,   35795, ,  0.01 , ,GEO/S,37834
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,AZERSPACE 2/INTELSAT 38,2018-074A,EARTH,TEME,UTC,SGP4,2026-05-06T11:38:26.223936,1.00272668,0.0001594,0.0171,273.5829,136.5507,33.9466,0,U,43632,999,2802,0.00000000000000,0.00000144,0.0000000000000,42164.484,1436.084,35793.07,35779.628,PAYLOAD,LARGE,AZER,2018-09-25,FRGUI,,5177202,322298896,0 AZERSPACE 2/INTELSAT 38,1 43632U 18074A   26126.48502574  .00000144  00000-0  00000+0 0  9998,2 43632   0.0171 273.5829 0001594 136.5507  33.9466  1.00272668 28026,43632,S43632,-,43632,2018-074A,A,P      O,Azerspace-2,2018 Sep 25,S43634,AZER,AZ,2018 Sep 25 2320,In Earth orbit,-,2026 May  5 ,    1436.093 ,   35779, ,   35793, ,  0.02 , ,GEO/S,43632
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS F4 (USA 233),2012-003A,EARTH,TEME,UTC,SGP4,2026-05-06T13:11:51.751392,1.00272738,0.0001418,0.0172,262.9285,227.5716,20.2775,0,U,38070,999,4373,0.00000000000000,-0.00000207,0.0000000000000,42164.465,1436.083,35792.309,35780.351,PAYLOAD,LARGE,US,2012-01-20,AFETR,,5177124,322296859,0 WGS F4 (USA 233),1 38070U 12003A   26126.54990453 -.00000207  00000-0  00000+0 0  9999,2 38070   0.0172 262.9285 0001418 227.5716  20.2775  1.00272738 43738,38070,S38070,-,38070,2012-003A,A,P ------c,WGS SV-4,2012 Jan 20,S38071,SFSSC,US,2012 Jan 20 0118,In Earth orbit,-,2026 May  5 ,    1436.118 ,   35781, ,   35792, ,  0.01 , ,GEO/S,38070
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 16,2010-006A,EARTH,TEME,UTC,SGP4,2026-05-06T07:38:35.402784,1.00270947,0.0002659,0.0172,316.1796,121.9794,184.4724,0,U,36397,999,5923,0.00000000000000,-0.00000237,0.0000000000000,42164.967,1436.109,35798.044,35775.62,PAYLOAD,LARGE,ITSO,2010-02-12,TTMTR,,5177101,322296572,0 INTELSAT 16,1 36397U 10006A   26126.31846531 -.00000237  00000-0  00000+0 0  9995,2 36397   0.0172 316.1796 0002659 121.9794 184.4724  1.00270947 59237,36397,S36397,-,36397,2010-006A,A,P      O,Intelsat IS-16,2010 Feb 12,S36398,SESINTU,US,2010 Feb 12 1014,In Earth orbit,-,2026 May  5 ,    1436.104 ,   35775, ,   35797, ,  0.02 , ,GEO/S,36397
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,YAHSAT 1A,2011-016B,EARTH,TEME,UTC,SGP4,2026-05-06T11:40:41.007936,1.00269262,0.0003537,0.0174,266.6786,148.2426,37.0959,0,U,37393,999,4199,0.00000000000000,0.00000109,0.0000000000000,42165.439,1436.133,35802.218,35772.39,PAYLOAD,LARGE,UAE,2011-04-22,FRGUI,,5177112,322296714,0 YAHSAT 1A,1 37393U 11016B   26126.48658574  .00000109  00000-0  00000+0 0  9997,2 37393   0.0174 266.6786 0003537 148.2426  37.0959  1.00269262 41999,37393,S37393,-,37393,2011-016B,A,P,Al Yah 1,2011 Apr 22,S37395,SP42,UAE,2011 Apr 22 2204,In Earth orbit,-,2026 May  4 ,    1436.132 ,   35773, ,   35801, ,  0.01 , ,GEO/S,37393
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ECHOSTAR 17,2012-035A,EARTH,TEME,UTC,SGP4,2026-05-06T10:55:07.876128,1.00272618,0.0001819,0.0175,267.3093,138.707,234.9917,0,U,38551,999,5064,0.00000000000000,-0.00000068,0.0000000000000,42164.498,1436.085,35794.033,35778.694,PAYLOAD,LARGE,US,2012-07-05,FRGUI,,5177130,322296434,0 ECHOSTAR 17,1 38551U 12035A   26126.45495227 -.00000068  00000-0  00000+0 0  9992,2 38551   0.0175 267.3093 0001819 138.7070 234.9917  1.00272618 50649,38551,S38551,-,38551,2012-035A,A,P,Echostar 17,2012 Jul  5,S38554,EHNS,US,2012 Jul  5 2203,In Earth orbit,-,2026 May  5 ,    1436.122 ,   35778, ,   35795, ,  0.01 , ,GEO/S,38551
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 10 (USA 291),2019-014A,EARTH,TEME,UTC,SGP4,2026-05-06T11:42:55.793664,1.00270665,5.93e-05,0.0176,305.0729,73.4047,81.8938,0,U,44071,999,2620,0.00000000000000,0.00000055,0.0000000000000,42165.046,1436.113,35789.411,35784.411,PAYLOAD,LARGE,US,2019-03-16,AFETR,,5177212,322299521,0 WGS 10 (USA 291),1 44071U 19014A   26126.48814576  .00000055  00000-0  00000+0 0  9990,2 44071   0.0176 305.0729 0000593  73.4047  81.8938  1.00270665 26204,44071,S44071,-,44071,2019-014A,A,P ------,WGS SV-10,2019 Mar 16,A09279,SFSSC,US,2019 Mar 16 0102,In Earth orbit,-,2026 May  5 ,    1436.078 ,   35783, ,   35788, ,  0.02 , ,GEO/S,44071
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 35E,2017-041A,EARTH,TEME,UTC,SGP4,2026-05-06T11:15:50.891328,1.0027155,0.0002126,0.0176,273.1739,132.0345,313.5946,0,U,42818,999,3239,0.00000000000000,-0.00000230,0.0000000000000,42164.798,1436.1,35795.627,35777.699,PAYLOAD,LARGE,ITSO,2017-07-05,AFETR,,5177186,322298700,0 INTELSAT 35E,1 42818U 17041A   26126.46933902 -.00000230  00000-0  00000+0 0  9994,2 42818   0.0176 273.1739 0002126 132.0345 313.5946  1.00271550 32399,42818,S42818,-,42818,2017-041A,A,P      O,Intelsat IS-35e,2017 Jul  5,S42819,SESINTU,US,2017 Jul  6 0010,In Earth orbit,-,2026 May  5 ,    1436.096 ,   35777, ,   35795, ,  0.02 , ,GEO/S,42818
